Well ori,Well,DEPTH,PEF,RHOB,NPHI,GR,AT90
4.23E+11,3,5204.5,3.195,2.6738,0.1876,138.3793,8.7195
4.23E+11,3,5205,3.2235,2.6653,0.1878,136.7913,8.8041
4.23E+11,3,5205.5,3.2109,2.6703,0.1879,136.0181,9.03
4.23E+11,3,5206,3.1846,2.6762,0.1924,132.9281,9.3246
4.23E+11,3,5206.5,3.1287,2.6874,0.194,132.9275,9.5815
4.23E+11,3,5207,3.0904,2.6903,0.1935,129.7994,9.9685
4.23E+11,3,5207.5,3.0612,2.6982,0.1953,131.7481,9.7036
4.23E+11,3,5208,3.105,2.6916,0.1923,138.2151,9.2245
4.23E+11,3,5208.5,3.1501,2.6919,0.1922,139.442,9.1122
4.23E+11,3,5209,3.212,2.6862,0.1931,140.1024,9.2779
4.23E+11,3,5209.5,3.2585,2.6785,0.194,139.9135,9.1821
4.23E+11,3,5210,3.2923,2.6673,0.1907,144.5943,8.9718
4.23E+11,3,5210.5,3.2822,2.6629,0.1787,145.2027,8.9947
4.23E+11,3,5211,3.2575,2.6671,0.1685,141.0905,8.9991
4.23E+11,3,5211.5,3.2606,2.6702,0.1649,136.7823,8.8806
4.23E+11,3,5212,3.2803,2.6716,0.1707,132.4189,8.8057
4.23E+11,3,5212.5,3.2951,2.6693,0.1805,138.0961,8.8169
4.23E+11,3,5213,3.2973,2.6676,0.1862,138.4672,8.8144
4.23E+11,3,5213.5,3.3088,2.6611,0.1878,143.4744,8.8527
4.23E+11,3,5214,3.2734,2.6664,0.1821,137.1831,8.9536
4.23E+11,3,5214.5,3.2523,2.6645,0.1707,138.6807,9.1078
4.23E+11,3,5215,3.2016,2.6713,0.1725,137.3631,9.128
4.23E+11,3,5215.5,3.1793,2.6753,0.1802,142.1693,9.1107
4.23E+11,3,5216,3.1701,2.68,0.1888,140.7325,9.1557
4.23E+11,3,5216.5,3.1424,2.6901,0.1835,140.6602,9.1436
4.23E+11,3,5217,3.1703,2.6854,0.1771,138.9233,9.1753
4.23E+11,3,5217.5,3.2345,2.6701,0.1743,142.1995,9.2795
4.23E+11,3,5218,3.3139,2.6487,0.1745,137.4435,9.3439
4.23E+11,3,5218.5,3.3337,2.6414,0.1698,131.5865,9.3287
4.23E+11,3,5219,3.2768,2.6543,0.1723,132.2849,9.1972
4.23E+11,3,5219.5,3.2385,2.6622,0.1801,136.9365,9.0838
4.23E+11,3,5220,3.2113,2.6686,0.1842,140.9263,9.1621
4.23E+11,3,5220.5,3.1994,2.6697,0.1795,131.7227,9.3054
4.23E+11,3,5221,3.1889,2.671,0.175,126.9834,9.4704
4.23E+11,3,5221.5,3.1476,2.679,0.1673,129.2518,9.5878
4.23E+11,3,5222,3.1001,2.6906,0.1612,134.9345,9.6762
4.23E+11,3,5222.5,3.1252,2.686,0.1623,140.8107,9.6745
4.23E+11,3,5223,3.1659,2.6775,0.1701,135.8381,9.7184
4.23E+11,3,5223.5,3.2187,2.6642,0.1787,137.4867,9.5966
4.23E+11,3,5224,3.2023,2.6661,0.1907,136.1305,9.4024
4.23E+11,3,5224.5,3.1584,2.6734,0.1965,142.3855,9.1695
4.23E+11,3,5225,3.1088,2.6828,0.2011,141.6545,8.93
4.23E+11,3,5225.5,3.0766,2.6909,0.1911,145.2618,8.6602
4.23E+11,3,5226,3.1029,2.6872,0.1899,150.3617,8.6543
4.23E+11,3,5226.5,3.1686,2.6744,0.1815,153.0092,8.8602
4.23E+11,3,5227,3.2188,2.6633,0.1884,149.4656,9.0818
4.23E+11,3,5227.5,3.1984,2.666,0.1874,138.5588,8.9825
4.23E+11,3,5228,3.1478,2.6686,0.1892,129.7887,8.9028
4.23E+11,3,5228.5,3.0955,2.6694,0.1762,125.1544,9.0869
4.23E+11,3,5229,3.0801,2.6623,0.1676,128.7152,9.5573
4.23E+11,3,5229.5,3.1028,2.658,0.1636,133.893,10.2572
4.23E+11,3,5230,3.0889,2.671,0.1775,134.6309,10.1277
4.23E+11,3,5230.5,3.1212,2.6744,0.1987,135.9655,9.2552
4.23E+11,3,5231,3.1051,2.6836,0.216,137.1955,8.7462
4.23E+11,3,5231.5,3.1421,2.6722,0.2083,141.7837,8.7235
4.23E+11,3,5232,3.1154,2.6696,0.1935,139.1727,8.6693
4.23E+11,3,5232.5,3.0952,2.6657,0.1893,139.834,8.7337
4.23E+11,3,5233,3.0911,2.6653,0.1844,139.1734,8.9562
4.23E+11,3,5233.5,3.1214,2.6672,0.1806,136.4949,9.1251
4.23E+11,3,5234,3.1247,2.6761,0.176,133.2292,9.4739
4.23E+11,3,5234.5,3.0971,2.6911,0.1804,126.7403,9.5976
4.23E+11,3,5235,3.0603,2.7086,0.1824,125.7243,9.4877
4.23E+11,3,5235.5,3.09,2.7099,0.1794,124.562,9.6999
4.23E+11,3,5236,3.1071,2.7043,0.1777,131.9019,9.7092
4.23E+11,3,5236.5,3.1237,2.6889,0.1723,137.8171,9.8078
4.23E+11,3,5237,3.082,2.6859,0.173,142.6414,9.8514
4.23E+11,3,5237.5,3.0662,2.6792,0.1684,141.2347,9.787
4.23E+11,3,5238,3.0694,2.6793,0.1689,140.4181,9.9199
4.23E+11,3,5238.5,3.0847,2.681,0.1736,147.6345,10.1385
4.23E+11,3,5239,3.1168,2.683,0.1742,150.5767,10.3264
4.23E+11,3,5239.5,3.1748,2.6759,0.1746,151.3958,9.6836
4.23E+11,3,5240,3.2351,2.6672,0.1787,140.3594,9.3163
4.23E+11,3,5240.5,3.2147,2.6753,0.186,137.8091,9.1756
4.23E+11,3,5241,3.1906,2.6774,0.1973,137.8419,8.9002
4.23E+11,3,5241.5,3.1755,2.6775,0.2006,141.2349,8.8111
4.23E+11,3,5242,3.2229,2.6652,0.1982,146.786,8.783
4.23E+11,3,5242.5,3.2393,2.6638,0.193,143.4056,8.7715
4.23E+11,3,5243,3.2221,2.6729,0.1857,148.4109,8.8009
4.23E+11,3,5243.5,3.1983,2.6865,0.1813,139.6508,8.743
4.23E+11,3,5244,3.1549,2.7001,0.1793,138.4737,8.6397
4.23E+11,3,5244.5,3.1282,2.7014,0.1838,128.5039,8.5153
4.23E+11,3,5245,3.0869,2.7092,0.1875,126.7736,8.3929
4.23E+11,3,5245.5,3.0863,2.7124,0.185,126.4594,8.361
4.23E+11,3,5246,3.1233,2.7109,0.182,126.7782,8.5043
4.23E+11,3,5246.5,3.1738,2.6985,0.1845,134.6324,8.84
4.23E+11,3,5247,3.1782,2.691,0.1912,141.9563,9.2163
4.23E+11,3,5247.5,3.1638,2.685,0.1973,147.1423,8.8906
4.23E+11,3,5248,3.1386,2.6844,0.1953,144.3203,8.2694
4.23E+11,3,5248.5,3.1484,2.6794,0.1946,145.1385,7.9266
4.23E+11,3,5249,3.1413,2.6827,0.185,151.7224,7.8937
4.23E+11,3,5249.5,3.1835,2.678,0.1863,146.9906,7.9125
4.23E+11,3,5250,3.2265,2.6772,0.1871,149.5994,8.1795
4.23E+11,3,5250.5,3.309,2.6636,0.1905,142.9252,8.4436
4.23E+11,3,5251,3.3305,2.6589,0.1922,146.8497,8.3765
4.23E+11,3,5251.5,3.2953,2.6629,0.1937,143.115,8.2666
4.23E+11,3,5252,3.2386,2.6701,0.1949,147.5131,8.2403
4.23E+11,3,5252.5,3.1717,2.677,0.194,144.5,8.1631
4.23E+11,3,5253,3.1361,2.6757,0.2001,144.9996,8.1457
4.23E+11,3,5253.5,3.0817,2.6823,0.1992,143.1108,8.0371
4.23E+11,3,5254,3.0565,2.6829,0.1942,144.7973,7.9188
4.23E+11,3,5254.5,3.0745,2.6866,0.1851,142.3484,7.8428
4.23E+11,3,5255,3.0806,2.6874,0.1866,140.4558,7.8794
4.23E+11,3,5255.5,3.0932,2.6918,0.1969,146.5735,7.9848
4.23E+11,3,5256,3.124,2.6767,0.2079,148.1606,7.9993
4.23E+11,3,5256.5,3.2093,2.6674,0.2122,153.5153,8.0024
4.23E+11,3,5257,3.2843,2.6802,0.2068,152.8521,8.1193
4.23E+11,3,5257.5,3.2784,2.696,0.206,153.4616,8.1361
4.23E+11,3,5258,3.2261,2.6966,0.1976,148.5784,8.2842
4.23E+11,3,5258.5,3.1899,2.6736,0.1862,141.0746,8.4129
4.23E+11,3,5259,3.1594,2.6711,0.1813,134.6395,8.5133
4.23E+11,3,5259.5,3.1676,2.6807,0.175,138.3585,8.5633
4.23E+11,3,5260,3.1601,2.6947,0.1815,145.2111,8.5538
4.23E+11,3,5260.5,3.1817,2.6964,0.1819,145.4857,8.7144
4.23E+11,3,5261,3.1436,2.7002,0.1943,140.8371,8.9026
4.23E+11,3,5261.5,3.0854,2.704,0.1952,137.6228,9.1088
4.23E+11,3,5262,3.0459,2.7082,0.1979,150.0251,8.7711
4.23E+11,3,5262.5,3.0909,2.6981,0.1882,151.9769,8.6592
4.23E+11,3,5263,3.1764,2.6865,0.1903,148.6438,8.5685
4.23E+11,3,5263.5,3.2155,2.686,0.1953,137.9591,8.5208
4.23E+11,3,5264,3.2298,2.6828,0.1963,141.9115,8.3778
4.23E+11,3,5264.5,3.1865,2.6788,0.1826,140.1263,8.4293
4.23E+11,3,5265,3.1343,2.6711,0.1639,135.798,9.2748
4.23E+11,3,5265.5,3.0488,2.6754,0.1571,130.3687,10.6752
4.23E+11,3,5266,3.0019,2.6704,0.1611,128.2526,11.3195
4.23E+11,3,5266.5,2.9866,2.6637,0.1606,129.8385,11.2165
4.23E+11,3,5267,2.9521,2.6703,0.1598,128.192,11.2782
4.23E+11,3,5267.5,2.9262,2.682,0.168,130.8839,11.5403
4.23E+11,3,5268,2.8901,2.6876,0.1749,129.3365,11.7678
4.23E+11,3,5268.5,2.8846,2.6765,0.1781,126.3167,11.9628
4.23E+11,3,5269,2.8737,2.6623,0.165,127.2713,11.8264
4.23E+11,3,5269.5,2.8668,2.6511,0.1604,130.2147,11.736
4.23E+11,3,5270,2.8566,2.6425,0.1527,133.8307,11.7315
4.23E+11,3,5270.5,2.8275,2.6424,0.145,136.207,11.8741
4.23E+11,3,5271,2.7985,2.6333,0.1462,125.1435,12.5104
4.23E+11,3,5271.5,2.6832,2.6235,0.1282,101.622,12.7112
4.23E+11,3,5280,2.7591,2.6362,0.11,101.3043,27.1151
4.23E+11,3,5280.5,2.8473,2.6565,0.1383,121.9981,20.7105
4.23E+11,3,5281,2.9205,2.6783,0.1635,131.2141,14.8569
4.23E+11,3,5281.5,2.9442,2.6884,0.1807,130.8869,11.562
4.23E+11,3,5282,2.9657,2.6849,0.1911,133.779,9.6327
4.23E+11,3,5282.5,2.9111,2.6837,0.1898,140.6479,8.5476
4.23E+11,3,5283,2.9044,2.6785,0.1941,151.3625,8.6032
4.23E+11,3,5283.5,2.9209,2.6732,0.1844,149.1148,8.6845
4.23E+11,3,5284,2.9883,2.6678,0.171,143.6897,8.7588
4.23E+11,3,5284.5,3.0237,2.6673,0.1698,136.0909,9.1114
4.23E+11,3,5285,2.9801,2.6724,0.1629,130.748,9.628
4.23E+11,3,5285.5,2.9365,2.6757,0.1619,125.6086,9.9708
4.23E+11,3,5286,2.9222,2.6843,0.1452,121.7458,10.247
4.23E+11,3,5286.5,2.9661,2.6812,0.1477,127.6547,10.578
4.23E+11,3,5287,2.9793,2.6799,0.1549,134.7907,11.3065
4.23E+11,3,5287.5,2.9729,2.6673,0.1714,136.3968,10.9625
4.23E+11,3,5288,2.9626,2.6581,0.1708,136.3593,10.2224
4.23E+11,3,5288.5,3.024,2.6328,0.1686,143.1496,9.7427
4.23E+11,3,5289,3.0691,2.6239,0.1732,146.0905,9.2981
4.23E+11,3,5289.5,3.1268,2.6391,0.1795,149.0692,8.7999
4.23E+11,3,5290,3.1563,2.6704,0.1826,145.6748,8.6106
4.23E+11,3,5290.5,3.1817,2.6934,0.1806,146.0349,8.3968
4.23E+11,3,5291,3.1446,2.6958,0.1869,144.3324,8.0723
4.23E+11,3,5291.5,3.0531,2.6866,0.1838,137.3805,7.7705
4.23E+11,3,5292,3.0005,2.6733,0.1745,136.9938,7.6321
4.23E+11,3,5292.5,3.0349,2.6535,0.1616,128.7381,8.3211
4.23E+11,3,5293,3.0422,2.657,0.1562,124.2706,9.3675
4.23E+11,3,5293.5,2.9536,2.6616,0.1398,106.0004,9.1669
4.23E+11,3,5294,2.7748,2.6671,0.113,104.7522,8.6912
4.23E+11,3,5294.5,2.6744,2.6433,0.0978,104.7999,11.3634
4.23E+11,3,5295,2.6185,2.6386,0.0991,114.7799,17.3035
4.23E+11,3,5295.5,2.6029,2.6512,0.1064,111.5663,21.2482
4.23E+11,3,5296,2.6317,2.6696,0.1204,113.9612,19.8177
4.23E+11,3,5296.5,2.7151,2.6799,0.1374,116.8737,16.1618
4.23E+11,3,5297,2.8319,2.6817,0.1536,128.3555,12.934
4.23E+11,3,5297.5,2.896,2.6902,0.1568,127.5178,11.4043
4.23E+11,3,5298,2.8805,2.6852,0.1603,128.4775,10.8545
4.23E+11,3,5298.5,2.8477,2.6698,0.1587,120.2106,10.4897
4.23E+11,3,5299,2.7673,2.6515,0.1485,122.1557,10.628
4.23E+11,3,5299.5,2.67,2.6412,0.0961,109.8763,10.9809
4.23E+11,3,5310,2.9281,2.6511,0.1681,116.9226,23.5078
4.23E+11,3,5310.5,2.9792,2.6291,0.1889,129.2261,12.5232
4.23E+11,3,5311,2.971,2.6225,0.1912,131.0437,9.3603
4.23E+11,3,5311.5,2.9542,2.6438,0.1815,125.7515,9.4977
4.23E+11,3,5312,2.977,2.6435,0.1671,128.0278,10.1164
4.23E+11,3,5312.5,3.0373,2.6388,0.1545,127.6328,10.498
4.23E+11,3,5313,3.1147,2.634,0.1639,130.8633,10.4149
4.23E+11,3,5313.5,3.1615,2.6349,0.1706,131.8003,10.1772
4.23E+11,3,5314,3.1803,2.6386,0.1744,138.8853,10.049
4.23E+11,3,5314.5,3.1551,2.6445,0.1642,142.4144,10.0324
4.23E+11,3,5315,3.0807,2.6664,0.1662,143.2383,9.9508
4.23E+11,3,5315.5,3.0038,2.6769,0.1694,148.1186,9.9726
4.23E+11,3,5316,2.9909,2.6729,0.1728,145.0557,9.754
4.23E+11,3,5316.5,3.0134,2.6523,0.1745,145.9714,9.7951
4.23E+11,3,5317,2.9963,2.6516,0.1797,143.5252,9.9942
4.23E+11,3,5317.5,2.929,2.6594,0.2011,138.7974,10.3041
4.23E+11,3,5318,2.8324,2.6705,0.2023,143.7026,10.2574
4.23E+11,3,5318.5,2.784,2.6689,0.1833,130.4418,9.9153
4.23E+11,3,5319,2.735,2.6738,0.149,123.5108,9.964
4.23E+11,3,5319.5,2.7029,2.6757,0.1194,103.1545,11.4463
4.23E+11,3,5322,2.9449,2.669,0.1402,122.5341,15.4857
4.23E+11,3,5322.5,3.1056,2.6817,0.1847,143.7837,11.3708
4.23E+11,3,5323,3.1542,2.6807,0.2064,155.5321,8.1801
4.23E+11,3,5323.5,3.1129,2.6607,0.2012,150.34,6.5263
4.23E+11,3,5324,3.0614,2.647,0.2058,153.8677,6.7298
4.23E+11,3,5324.5,3.033,2.6486,0.2034,154.0954,11.5452
4.23E+11,3,5325,2.9756,2.6625,0.2048,157.4964,11.0384
4.23E+11,3,5325.5,2.8558,2.6651,0.1831,141.0874,9.529
4.23E+11,3,5326,2.6412,2.6533,0.1427,119.4421,8.5625
4.23E+11,3,5333.5,2.6378,2.6857,0.1085,103.3957,20.7311
4.23E+11,3,5334,2.7918,2.7125,0.1378,111.0983,17.9193
4.23E+11,3,5334.5,2.8919,2.7097,0.1616,122.5875,14.9676
4.23E+11,3,5335,2.9325,2.6816,0.1839,131.1755,12.2393
4.23E+11,3,5335.5,2.9195,2.6724,0.1859,145.1791,10.53
4.23E+11,3,5336,2.8697,2.6765,0.1755,141.0761,10.0449
4.23E+11,3,5336.5,2.8709,2.6782,0.1672,139.1149,10.0733
4.23E+11,3,5337,2.9495,2.6689,0.1652,132.5332,10.2396
4.23E+11,3,5337.5,3.0582,2.6538,0.1751,129.5794,10.5146
4.23E+11,3,5338,3.0803,2.6495,0.1764,133.811,10.8141
4.23E+11,3,5338.5,3.0253,2.6537,0.1733,131.7974,10.9363
4.23E+11,3,5339,2.9563,2.6572,0.163,136.652,11.0258
4.23E+11,3,5339.5,2.9276,2.6569,0.1648,134.1051,11.2524
4.23E+11,3,5340,2.9415,2.6527,0.1692,136.1657,11.4075
4.23E+11,3,5340.5,2.948,2.6517,0.1824,132.5847,11.673
4.23E+11,3,5341,2.932,2.6594,0.1855,135.6638,11.473
4.23E+11,3,5341.5,2.929,2.6579,0.1786,138.7642,11.5043
4.23E+11,3,5342,2.8473,2.6559,0.153,142.1277,10.9823
4.23E+11,3,5342.5,2.692,2.6562,0.1234,120.9324,10.8186
4.23E+11,3,5351.5,2.9153,2.6518,0.1288,130.896,21.6235
4.23E+11,3,5352,3.0569,2.6807,0.1718,154.7636,15.7183
4.23E+11,3,5352.5,3.132,2.6877,0.2055,164.5258,9.6446
4.23E+11,3,5353,3.0937,2.6965,0.2024,159.8341,7.7276
4.23E+11,3,5353.5,2.976,2.6861,0.1934,144.6311,7.9508
4.23E+11,3,5354,2.7913,2.6643,0.1587,124.4255,8.8284
4.23E+11,3,5357,2.5811,2.6263,0.0895,103.0161,26.0313
4.23E+11,3,5357.5,2.6219,2.6439,0.114,119.696,20.9739
4.23E+11,3,5358,2.5807,2.6587,0.118,122.67,16.4814
4.23E+11,3,5358.5,2.5099,2.6686,0.1069,110.3178,14.9013
4.23E+11,3,5359,2.4534,2.66,0.099,101.7735,16.9441
4.23E+11,3,5378.5,2.4938,2.6491,0.1255,100.3599,15.1921
4.23E+11,3,5381,2.729,2.679,0.122,107.1219,26.0844
4.23E+11,3,5381.5,2.898,2.6832,0.1469,130.2515,16.1296
4.23E+11,3,5382,2.9974,2.6875,0.1654,135.6189,11.6995
4.23E+11,3,5382.5,3.0138,2.6839,0.1715,130.4787,11.1629
4.23E+11,3,5383,2.9048,2.6743,0.163,124.0127,11.439
4.23E+11,3,5383.5,2.6741,2.6665,0.1437,116.4416,11.8118
4.23E+11,3,5392,2.7727,2.6212,0.1221,107.8425,23.4844
4.23E+11,3,5392.5,2.943,2.6556,0.1659,139.59,14.7372
4.23E+11,3,5393,3.0143,2.6752,0.1915,149.8294,10.1948
4.23E+11,3,5393.5,3.0477,2.6964,0.1963,147.1338,8.9142
4.23E+11,3,5394,3.0926,2.6971,0.1998,150.8086,8.8052
4.23E+11,3,5394.5,3.1478,2.6849,0.203,157.5157,8.6588
4.23E+11,3,5395,3.1839,2.678,0.1934,166.3149,8.4536
4.23E+11,3,5395.5,3.2026,2.6758,0.1898,160.0365,8.3029
4.23E+11,3,5396,3.2033,2.679,0.1866,155.231,8.2697
4.23E+11,3,5396.5,3.2363,2.674,0.1799,149.6864,8.2899
4.23E+11,3,5397,3.2652,2.6682,0.1797,151.6251,8.2985
4.23E+11,3,5397.5,3.2727,2.666,0.1751,145.3419,8.2316
4.23E+11,3,5398,3.275,2.6642,0.1775,136.0796,8.2245
4.23E+11,3,5398.5,3.2495,2.6762,0.186,132.3523,8.3081
4.23E+11,3,5399,3.2735,2.6774,0.1807,138.638,8.3586
4.23E+11,3,5399.5,3.2857,2.6808,0.1729,139.6267,8.429
4.23E+11,3,5400,3.3078,2.6726,0.1744,145.6813,8.5818
4.23E+11,3,5400.5,3.2867,2.6719,0.1806,149.8544,8.575
4.23E+11,3,5401,3.2057,2.687,0.1882,153.2644,8.2553
4.23E+11,3,5401.5,3.148,2.702,0.1831,150.4755,8.1698
4.23E+11,3,5402,3.0986,2.718,0.1889,140.9632,8.2994
4.23E+11,3,5402.5,3.1246,2.7133,0.1943,142.4834,8.3998
4.23E+11,3,5403,3.1224,2.7215,0.1938,142.0746,8.381
4.23E+11,3,5403.5,3.1375,2.7167,0.1903,147.7753,8.5724
4.23E+11,3,5404,3.1706,2.7109,0.1879,147.902,8.808
4.23E+11,3,5404.5,3.1987,2.7006,0.1861,150.1968,8.8297
4.23E+11,3,5405,3.2072,2.7036,0.1875,149.7188,8.7855
4.23E+11,3,5405.5,3.2058,2.7053,0.1838,150.7206,8.757
4.23E+11,3,5406,3.2352,2.6978,0.1855,143.3896,8.8272
4.23E+11,3,5406.5,3.232,2.6977,0.1778,139.0792,8.8898
4.23E+11,3,5407,3.24,2.6965,0.1829,137.3779,8.8498
4.23E+11,3,5407.5,3.2603,2.6924,0.1773,141.2959,8.7962
4.23E+11,3,5408,3.3121,2.6791,0.1835,146.9529,8.6905
4.23E+11,3,5408.5,3.3266,2.6728,0.1852,145.143,8.5474
4.23E+11,3,5409,3.3139,2.6702,0.1832,142.5297,8.6486
4.23E+11,3,5409.5,3.2977,2.6701,0.1805,137.148,8.8078
4.23E+11,3,5410,3.2899,2.6725,0.1788,134.6588,8.9123
4.23E+11,3,5410.5,3.2933,2.6753,0.1871,139.0361,8.9567
4.23E+11,3,5411,3.3117,2.6744,0.198,147.5536,8.9424
4.23E+11,3,5411.5,3.3122,2.6743,0.2062,167.123,8.8097
4.23E+11,3,5412,3.2766,2.6799,0.2073,169.0241,8.6623
4.23E+11,3,5412.5,3.2596,2.6815,0.1984,170.0202,8.5325
4.23E+11,3,5413,3.256,2.6832,0.1992,156.5059,8.6139
4.23E+11,3,5413.5,3.3068,2.6744,0.2017,151.3214,8.6781
4.23E+11,3,5414,3.3028,2.674,0.2,148.5798,8.7034
4.23E+11,3,5414.5,3.2629,2.6799,0.1823,144.3582,8.8099
4.23E+11,3,5415,3.1788,2.6969,0.1794,142.2289,8.9859
4.23E+11,3,5415.5,3.1869,2.6984,0.1832,136.0084,9.1702
4.23E+11,3,5416,3.2331,2.6932,0.1947,137.4531,9.3085
4.23E+11,3,5416.5,3.3237,2.6783,0.2025,140.5839,9.3118
4.23E+11,3,5417,3.3767,2.6705,0.2049,142.1543,9.298
4.23E+11,3,5417.5,3.4045,2.6634,0.204,145.8073,9.2175
4.23E+11,3,5418,3.3898,2.6646,0.2002,143.4442,9.1534
4.23E+11,3,5418.5,3.322,2.6704,0.191,149.7949,9.1079
4.23E+11,3,5419,3.2703,2.6801,0.1893,151.175,9.0562
4.23E+11,3,5419.5,3.2758,2.6812,0.1954,155.4296,9.0229
4.23E+11,3,5420,3.3249,2.6812,0.2093,146.5306,9.0688
4.23E+11,3,5420.5,3.3751,2.6759,0.2133,150.9099,9.1843
4.23E+11,3,5421,3.3936,2.6729,0.2179,155.3414,9.2535
4.23E+11,3,5421.5,3.4008,2.6688,0.2011,160.7558,9.2015
4.23E+11,3,5422,3.4004,2.6677,0.1981,158.3533,9.2042
4.23E+11,3,5422.5,3.3767,2.6742,0.1953,152.3918,9.2515
4.23E+11,3,5423,3.3373,2.6841,0.1956,154.3719,9.2293
4.23E+11,3,5423.5,3.3181,2.6853,0.1855,152.8024,9.2517
4.23E+11,3,5424,3.329,2.6764,0.1845,151.0702,9.2786
4.23E+11,3,5424.5,3.3463,2.6655,0.1884,147.8951,9.3465
4.23E+11,3,5425,3.3135,2.6639,0.1888,145.3385,9.2803
4.23E+11,3,5425.5,3.2597,2.6659,0.1967,146.6004,9.1368
4.23E+11,3,5426,3.2059,2.6723,0.1862,146.6929,9.023
4.23E+11,3,5426.5,3.2132,2.6698,0.1786,146.1638,9.1158
4.23E+11,3,5427,3.2007,2.6823,0.1681,140.424,9.2741
4.23E+11,3,5427.5,3.1847,2.6905,0.1751,135.4227,9.3911
4.23E+11,3,5428,3.1731,2.7068,0.1855,133.0324,9.4961
4.23E+11,3,5428.5,3.207,2.6978,0.1877,138.6191,9.5803
4.23E+11,3,5429,3.2408,2.6928,0.1887,136.7494,9.4995
4.23E+11,3,5429.5,3.237,2.6805,0.1825,137.4734,9.391
4.23E+11,3,5430,3.2072,2.6757,0.1864,134.1713,9.5227
4.23E+11,3,5430.5,3.1712,2.669,0.1924,138.3902,9.6517
4.23E+11,3,5431,3.1188,2.6669,0.203,145.022,9.5489
4.23E+11,3,5431.5,3.0707,2.6777,0.2009,147.202,9.0886
4.23E+11,3,5432,3.0877,2.6988,0.2077,144.2185,8.7168
4.23E+11,3,5432.5,3.1406,2.7129,0.2032,138.0296,8.7097
4.23E+11,3,5433,3.1975,2.7185,0.1982,142.6008,8.7542
4.23E+11,3,5433.5,3.2013,2.7146,0.1966,145.8216,8.5538
4.23E+11,3,5434,3.2023,2.7176,0.2102,148.2225,8.396
4.23E+11,3,5434.5,3.179,2.6803,0.2176,152.1386,8.4264
4.23E+11,3,5435,3.2047,2.6544,0.2135,157.9661,8.534
4.23E+11,3,5435.5,3.2285,2.6448,0.207,158.2551,8.5738
4.23E+11,3,5436,3.2561,2.6662,0.1986,149.743,8.4525
4.23E+11,3,5436.5,3.2116,2.6761,0.1976,147.4922,8.815
4.23E+11,3,5437,3.1611,2.6714,0.194,139.651,9.2321
4.23E+11,3,5437.5,3.1253,2.6761,0.1871,142.4365,9.8122
4.23E+11,3,5438,3.1293,2.6713,0.1799,134.0053,10.332
4.23E+11,3,5438.5,3.1186,2.6666,0.1633,120.7943,10.136
4.23E+11,3,5440,2.9725,2.697,0.0967,105.9989,14.8958
4.23E+11,3,5440.5,2.9476,2.6992,0.1034,114.8497,16.7115
4.23E+11,3,5441,2.9067,2.6978,0.1231,116.2709,13.9025
4.23E+11,3,5441.5,2.8943,2.6796,0.1291,118.9011,12.2176
4.23E+11,3,5442,2.8748,2.6753,0.1328,122.5843,12.128
4.23E+11,3,5442.5,2.8828,2.6691,0.1266,119.2269,12.638
4.23E+11,3,5443,2.8298,2.6731,0.1213,108.0813,12.9967
4.23E+11,3,5443.5,2.7864,2.6738,0.1142,102.8517,14.9251
4.23E+11,3,5445.5,2.9122,2.6563,0.1504,115.421,18.1498
4.23E+11,3,5446,3.0263,2.683,0.1645,120.6945,13.4206
4.23E+11,3,5446.5,3.0095,2.7014,0.1377,121.0743,9.7245
4.23E+11,3,5447,2.9249,2.7025,0.1182,112.062,9.1233
4.23E+11,3,5447.5,2.8577,2.6721,0.1157,112.9547,11.5275
4.23E+11,3,5448,2.8404,2.6608,0.1271,110.1681,15.0106
4.23E+11,3,5448.5,2.8733,2.6606,0.1417,118.4343,15.5313
4.23E+11,3,5449,2.8718,2.6644,0.1571,124.3653,12.8105
4.23E+11,3,5449.5,2.8344,2.6734,0.1643,132.2738,11.0139
4.23E+11,3,5450,2.8072,2.6885,0.1551,125.4903,10.6752
4.23E+11,3,5450.5,2.7548,2.6931,0.1419,112.3856,11.4313
4.23E+11,3,5454.5,2.5141,2.6649,0.1076,111.1042,27.1722
4.23E+11,3,5455,2.5098,2.6409,0.1105,107.3792,17.181
4.23E+11,3,5458.5,2.7641,2.6414,0.1261,109.6334,16.3048
4.23E+11,3,5459,2.787,2.6349,0.1355,113.868,13.1631
4.23E+11,3,5459.5,2.7548,2.64,0.1442,114.2681,12.1548
4.23E+11,3,5460,2.7234,2.6492,0.1425,116.1511,12.0485
4.23E+11,3,5460.5,2.6806,2.6626,0.1449,123.3143,12.4638
4.23E+11,3,5461,2.6346,2.6669,0.1429,129.2607,12.7725
4.23E+11,3,5461.5,2.5531,2.6719,0.1433,127.1209,12.5222
4.23E+11,3,5462,2.4522,2.6649,0.1244,103.3963,12.2724
4.23E+11,3,5465.5,2.7503,2.6342,0.119,112.2895,22.313
4.23E+11,3,5466,2.8042,2.6202,0.1312,117.7949,16.3602
4.23E+11,3,5466.5,2.8631,2.6313,0.1407,129.6802,13.5258
4.23E+11,3,5467,2.8957,2.6465,0.1457,129.9903,12.7311
4.23E+11,3,5467.5,2.9211,2.6566,0.1531,127.7808,12.1382
4.23E+11,3,5468,2.9281,2.6589,0.1514,124.7368,11.9251
4.23E+11,3,5468.5,2.9161,2.6535,0.1487,123.0532,11.8317
4.23E+11,3,5469,2.8858,2.6475,0.1408,125.1492,11.6314
